ssm,Education,Earnings,Prestige,Status,DSEI,TSEI,MSEI,FSEI,TSEI_E,MSEI_E,FSEI_E,TSEI_I,MSEI_I,FSEI_I,OPR,OEP,SIOPS,ISEI,ICAMS,GOEP
522,16.02154957361351,6.29560962869775,63.6,65.599998,69.633835,71.0603960875,76.016814375,65.229267,88.52044211875,104.78719425,75.831234,58.33683725625,64.31045125,56.783753125,82.98808637747491,71,59.99999999999999,69,71.89,67
523,16.25811171319501,6.2656141145757704,63.6,64.800003,70.246231,70.96799703125,74.4914445,63.18027899999999,79.69187316875,77.293398875,82.56489975,57.61872301875,64.118845,53.456183375,84.61078784473962,76,60,69,71.89,67
524,17.609602503806183,6.4500297757209895,84.3,78.300003,73.02401,75.07428656875,81.168196375,62.184574375,94.38774125,92.105848625,92.406125625,60.3295951,70.698585625,52.03026162500001,95.15315450296865,87,78,77,82.71000000000001,77
525,15.980004604203629,6.256686794423361,63.6,64.199997,68.472015,69.20550419375,74.678457375,66.191636625,80.40539733125,78.05755325,79.4820595,57.016073425,64.494950125,56.92171875,82.41047099623988,74,62,66,73.49,65
526,14.871178968580162,5.752147419865808,58.3,57.599998,58.572174,54.5601383625,57.876712000000005,50.1823815,51.59415123125,50.201957,54.5763985,50.22228323125001,56.7120505,46.89486025,66.18278371672861,63,62,66,68.47,61
527,15.17888733591833,5.549137730559104,60.3,62.299999,60.593887,53.742895143750005,55.19249175,41.823688,53.9662341,54.49161675,52.103061875,45.6897981625,50.09679087500001,36.83135325,70.86825342208442,44,60,53,73.02,60.99999999999999
528,15.427868614515951,5.27270688969141,66.6,67.5,59.586681,51.36805495,53.073695375,48.6432205,55.5777586375,54.20044525,57.920867875,41.6663784625,47.802103375,41.79284175,74.45330997543512,47,58,65,80.08,68
529,15.358442792077794,6.025962135655781,52.2,65.400002,64.11573,59.603847056250004,64.749083875,50.79519762500001,53.90725838125001,53.25985625,55.213558000000006,52.0906172875,60.337230999999996,46.205219375,73.77215962905412,71,57.99999999999999,65,80.08,68
530,14.350974052708999,4.8216365974104525,66.6,58,47.128735,42.58823516875,45.378472875,42.600835375,51.38911891875,50.088644875,52.704127,36.25953768125,42.116805,37.40503025,60.20848471696775,26,57,53.99999999999999,73.32,56
531,14.554013306239574,5.589006244585832,64.6,56.599998,54.949963,49.763317699999995,53.138276125,46.78708275,52.32210531875,51.33827775,53.737005875,45.3957525375,51.791040125,43.607753625,62.85236890162838,49,49,53,67.45,49
532,14.18435741412683,5.434703454335029,64.6,55.5,52.048058,47.6280783125,51.080013625,40.69334925,50.69190565,50.70678775,50.2260785,44.15062903125,49.75786725,37.86347925,57.67023046104062,47,46,48,61.73,43
533,14.855499910784465,4.927727459291472,66.6,70.099998,51.371243,46.5816778375,49.205730625,44.347260625,52.763235012500004,50.509376875,56.792576125000004,37.9476681375,45.8434945,35.538089375,66.53883999785187,47,45,64,73.32,59
534,14.881565763415855,5.803937983629926,69,64.199997,57.525749,54.881729225,58.739419,47.627707375,52.68215788125,52.525631125000004,52.817026,48.74183691875,55.655324875,43.901117625,67.32607622560312,65,57,61,77.15,65
535,13.566098139815757,6.232119517475936,69,55.099998,53.098015000000004,56.27663049374999,57.983946875,46.546229625,46.6963199125,46.453861625,46.667387625,59.05493876250001,62.009845,46.86297700000001,48.91538509953123,76,49,54,61.96,47.99999999999999
536,16.46200505532462,6.215719130474059,65.7,70.400002,69.845512,70.2163399875,73.162161875,61.055500374999994,104.36925306250001,101.467651625,93.22753275,54.7563695,61.30371375,50.50575425000001,86.54887317368355,76,61.00000000000001,83,78.57,79
537,14.106577526767824,5.347875662222793,52.9,53.79999899999999,51.513535,43.375648125,54.89802000000001,45.3795065,54.951611175,54.851446375,54.8631445,41.7308106125,53.68832775,44.790690875,62.32066096398399,36,23,25,45.77,14
538,14.324583821428908,5.706227815243306,59.7,55.599998,57.072753999999996,51.480644875,57.90729524999999,49.767042875,51.36608199375,51.913757624999995,51.061275375,48.31608090625001,55.28563375,48.889459,60.51306065171249,53,52.00000000000001,51,76.83,54
539,14.763094850480963,4.68391045250705,58.3,61.347597272452404,49.255804125282054,43.24766713056132,51.27549001665499,40.69416802687457,54.61957607764297,53.61665686037324,54.85220614315266,34.25401990504584,46.4906434168063,32.81136419933937,66.82170933366493,33.16351987321637,62.00000000000001,65,68.47000000000001,56
540,15.201061849769546,5.644286343954582,70.8,67.300003,59.72168700000001,55.21950959375,59.905127,48.542196125,53.21612821875,52.08308275,55.087989875,47.92702628125,56.619519875,43.175045375,71.16825645228009,65,48.00000000000001,55,60.89,55
541,15.59390734016177,6.260640092628931,70.8,62.299999,66.89402,63.18541731250001,64.42507487499999,55.25533525,53.34760380625,53.649989625,52.14230275,56.62646508125,59.700148750000004,52.6162445,76.01145705518572,82,57,69,68.4,78
542,15.201061849769546,5.644286343954582,70,67.300003,59.72168700000001,55.21950959375,59.905127,48.542196125,53.21612821875,52.08308275,55.087989875,47.92702628125,56.619519875,43.175045375,71.16825645228009,65,48.00000000000001,55,60.89,55
543,15.56531483453336,5.503025052138517,63.6,65.699997,59.265724,52.12311096875,65.349349125,49.507918125,58.315173575,63.628531374999994,58.01115975,43.08455465625,56.32381575,44.27830025,77.66470490430224,41,54,65,72.95,51
544,15.57249056883439,5.783616569645862,63.6,64.900002,63.343082,57.65774939375,59.867393500000006,52.0020865,55.52661228125,56.820801375,54.26884525,48.51899639375,53.152799375,47.658173875,76.63206273023637,60.99999999999999,56,69,68.4,62.99999999999999
545,14.666421251377631,6.638980484896672,67.2,62.20000099999999,68.451881,68.46101214375,69.591728625,63.736943374999996,49.0852786875,48.925990375,49.500891875,80.76461521875,80.14354875,69.575700875,64.12820168824756,92,67,70,69.02,85
546,14.666421251377631,6.638980484896672,74.9,62.20000099999999,68.451881,68.46101214375,69.591728625,63.736943374999996,49.0852786875,48.925990375,49.500891875,80.76461521875,80.14354875,69.575700875,64.12820168824756,92,67,70,69.02,85
547,14.666421251377631,6.638980484896672,67.2,62.20000099999999,68.451881,68.46101214375,69.591728625,63.736943374999996,49.0852786875,48.925990375,49.500891875,80.76461521875,80.14354875,69.575700875,64.12820168824756,92,67,70,69.02,85
548,14.229690931767536,6.475926991891629,78.1,61.799999,64.121567,60.755054275,62.78458725,52.402772999999996,48.33590416874999,48.1203715,48.50813575,62.725322381249995,66.02338525,53.405892,58.7692210601475,88,70,70,66.87,89
549,15.01195857780746,6.36792667637499,67.2,68.800003,68.965759,62.49091289375,65.428517,53.58151825,50.40490969375,49.950658125,51.690069625,60.2476563625,65.976516625,51.949984875,68.76993107611804,92,70,70,66.87,89
550,14.454048558794089,6.598181226907668,59.7,53,65.252792,64.15098035,65.3724455,56.5667165,48.5110638,48.41038975,47.8274275,69.92252093125,70.499000875,59.453810875,61.33318202717183,88,63,67,62.86,75
551,14.454048558794089,6.598181226907668,56.9,53,65.252792,64.15098035,65.3724455,56.5667165,48.5110638,48.41038975,47.8274275,69.92252093125,70.499000875,59.453810875,61.33318202717183,88,63,67,62.86,75
552,14.454048558794089,6.598181226907668,56.9,53,65.252792,64.15098035,65.3724455,56.5667165,48.5110638,48.41038975,47.8274275,69.92252093125,70.499000875,59.453810875,61.33318202717183,88,63,67,62.86,75
553,13.36447029431382,5.573784323232167,56.1,51,50.128162,49.987892225,52.466070625,45.19742025,47.047402525,46.467561875,48.498655,49.4560497,53.58930275000001,44.724765875,47.54218293829978,40,50,51,57.27,49
554,13.780037799706824,5.589956428798886,52.2,55.07181949082853,51.280574420440885,48.580439215625496,61.11718526228862,45.261350032703255,48.9983391661572,49.23606434685887,48.611052662094295,46.512543931572615,61.47230095794312,44.927224393376335,53.164630582903264,49.1050499092231,37,42.81212146747581,55.672767636762124,36.9060607337379
555,13.463120996393512,4.919457454678531,48.2,56.400002,44.242378,39.5864356625,54.60437287500001,40.20890525,49.2551273125,48.5130665,49.136163125,37.51035948125,55.16772525,38.4352605,49.26281894843984,25.000000000000004,38,52.00000000000001,54.96,24
556,13.834610168528714,5.948876506561826,48.2,47.5,52.622688,53.255873725,59.430466375,44.427801,48.11446724375,47.903865375,47.7599205,52.5157250625,61.527539250000004,44.473548875,52.64269283337916,62.99999999999999,32,36,44.97,38
557,14.282265839198857,5.908695947893423,52.2,52.79999900000001,55.82961999999999,53.305703275,62.13159675,48.132227875,49.94954789375001,49.73961875,49.825015375,50.556482675,61.848406000000004,47.352490625,60.00525768931252,58.00000000000001,37,39,56.269999999999996,35
558,14.59540203091535,5.989587880117453,52.2,58.599998,58.39254,55.74673266875,64.145391,47.7516905,50.36293534375,49.889097125,50.511744375,52.2803029875,64.600686375,46.238326375,63.43739047251194,71,37,39,56.27,35
559,13.763914783837782,5.56471585364734,52.9,57.799999,50.792568,48.144407793750005,62.176937124999995,45.88554612499999,48.9456493125,50.22401175,48.37823062499999,46.24488884375,61.513714375,45.870833375,52.87272293323234,52,45,51,55.8,39
560,13.591904718256165,5.3230130774996764,47.8,54.15924557513692,47.24680932310026,44.34511705571002,54.46823372232012,42.49189445317007,49.0633797714264,48.557993322678215,49.07828811327691,42.270400683247786,54.40766289989941,41.25178736147346,50.44508151527588,39.97167920923851,36.009440263587166,46.82454468532662,52.49568704632091,29.17545531467338
561,13.003032218830093,4.90019908399858,42.4,47.599998,42.947502,42.324542462500006,53.346518375,34.3455235,47.49106771875,47.477615750000005,46.953674875,40.871286125,53.505736375,33.087924375,42.11710051850671,40,37,48,50.16,36
562,12.777295359276586,5.047411667451271,42.4,46.299999,41.960484,39.46283336875,49.41946175,39.777677,46.956279325,46.771116,46.69069725,39.905327525,50.1443615,40.049792,39.120334519759545,41,21,27,33.34,25
563,13.112513721695874,5.940724199158635,47.8,44.700001,50.561237,51.618650325000004,55.42976800000001,43.5962095,46.35340036875,45.588398375,47.945717375,53.399175500000005,59.353507125,43.225735375,43.154032553019114,59,37,45,44.97,46
564,13.76210246973757,5.264195049510141,48.2,52.53284077836181,48.348930141770445,43.46008304314879,53.318756296074795,41.73293581881276,49.67290157884186,49.78431383668845,49.493010723239315,40.990445617161534,52.3881155918675,40.16471613527425,52.62058391365694,35.25556737679946,44.482614701950666,50.17246176601645,59.26,25.379694128131575
565,13.648632709260564,5.03902746389854,48.2,53.200001,45.698849,40.27646351875,51.906914375,40.71764075,49.808985356250005,50.44983775,49.552184125,37.75343455,50.226718375,38.911530375,51.30323824089219,30,45.00000000000001,50,59.25999999999999,24
566,13.42100266112386,5.27792494581687,51.3,50.5,48.02993,47.0848665875,50.676383625,41.238821125,47.8521096125,47.60384225,47.7865245,45.14911116875,50.337373,40.660923375,47.963310918354125,30,46,49,56.18,47
567,13.32681722703389,5.4562901317466235,52.9,52.099998,50.498402,48.21669795,50.236058625,44.32624,47.12250985624999,46.804048625,47.7060665,47.1180552375,50.53763925,44.15331299999999,46.76195691132628,37,45.99999999999999,49,56.18,47
568,12.733415960025706,5.283242776708711,51.3,40.599998,44.023148,43.48959714375,50.27245075,41.086496375,45.9190472375,46.773695,44.6085595,44.08504818125,50.793639625,42.611346875,39.5183055569227,30,37.99999999999999,44,56.18,37.99999999999999
569,13.142580902584644,5.088477411529949,42.4,46.599998,44.314762,40.73267275625,53.0947365,37.309015875,47.795304225,48.08337412499999,47.29889175,39.70323649375,53.035266500000006,36.515451,44.215747311601604,25,32,43,45.26,21
570,12.767913025507788,4.793052391981834,42.4,45.900002,39.862858,39.2429361625,48.293870625,36.169419875,46.68864040625,45.961067625,46.721709875,39.3369601625,49.017068875,35.783964625,39.32389158966938,23,25,29,33.37,20
571,11.81987286777438,5.404379197278214,42.4,43.099998,39.288525,44.5044597125,48.08609175,39.580981625,44.07917735625,43.70885325,44.2170855,47.62032514375,50.826034625,41.542644625,28.59851368133061,40,49,50,54.3,64
572,13.935258140297265,5.480705269096981,47.2,51.099998,51.278248,46.623665575,55.869384875,41.59582025,48.87395590625,49.232205875,48.30345975,43.7174563375,54.6421245,40.52457675,55.002755348166524,45,32,43,45.26,21
573,14.393498563219493,6.169576961194519,47.2,51.89008311421948,59.058915151371934,57.81647140832905,60.11012755905255,47.999556684886564,49.11075539521245,49.0071771590909,49.018098191982475,56.95626800915174,60.48195015107388,47.344094249879625,60.6487757127845,66.14841944433651,35.82587224002528,46.552595651452044,49.27443308614081,33.57072307436877
574,14.176212148722547,5.996113017795265,44.3,49.87188041178944,57.1400152625837,54.257128271874564,63.854284945403194,47.82931474419746,49.012084118203575,50.969602145975024,47.26608001587086,52.102258261492736,61.94596176661549,48.920887064193245,58.13587617582846,63.760398369118185,49.53514938841931,60.4576742864892,59.949999999999996,82.60544816525797
575,14.313323045634974,6.0692852664276735,47.2,57.05407409808165,58.67912443645343,56.85786405490901,59.61676032450513,48.8499866879321,49.66931474719401,49.640034371895496,49.19789229906412,54.218072835564385,58.7200532904868,48.488854360769636,59.91581686632289,66,49,59.00000000000001,59.95,66
576,13.935258140297265,5.480705269096981,42.4,51.099998,51.278248,46.623665575,55.869384875,41.59582025,48.87395590625,49.232205875,48.30345975,43.7174563375,54.6421245,40.52457675,55.002755348166524,45,32,43,45.26,21
577,13.972711078074289,5.55964429148258,42.4,51.30074210907131,52.014623945139526,47.96561526143413,56.23683382352683,42.60230496609535,48.840503703876905,49.127059738051955,48.32117051711037,45.311471257254674,55.22580033713438,41.687759889181045,55.46939052489416,47.2942151119363,34.437603556432315,44.00371911147213,46.55623153824401,27.1657031133288
578,12.71763706170892,4.162365129849477,38.1,50.474814764692965,35.47276890276141,25.729086596268633,42.283539071432685,30.2167853252481,47.39383721784445,45.80674144077952,47.25437626875953,25.186214213704258,42.127702689282714,26.788226844406687,39.852430398639214,14.999999999999996,21.999999999999996,16,25.01,12
579,13.31448167681978,4.9825484244251745,49.7,43.14351878390152,45.02505385681441,37.554541531669614,47.61520458080109,38.12778591407001,50.04816238701389,50.24498341164081,49.693322624993236,38.36690471485525,48.48238890760805,38.32062965427946,45.43667179412643,18.152759441335935,32,29,46.16,13
580,12.139819002349428,4.840644746021017,42,42.700001,36.319885,34.681815025,45.86818125,34.11804325,45.26296240625,45.187108875,44.788528750000005,37.1472448875,46.9230035,35.00877725,31.89230975838292,15,22,16,24.69,12
581,12.624731832030092,4.967326318305181,51.6,41.900002,40.958054,37.9976566875,48.159385625,37.217147,46.756542875,46.036294875,46.677082875,39.26789956875,49.900882375,37.305834625,37.83160977202792,22,31,29.999999999999996,38.29,21
582,12.811906966610572,5.369035547944664,38.1,43.299999,45.293091,43.04700484375,46.27567275,42.940284125,46.2652430375,46.289022625,44.808167625,43.932709375,46.918476,44.623705375,39.94199308021207,26,21,34,38.29,12
583,12.716948909632134,4.638008917123967,38.1,41.5,39.808411,32.579520375,49.452532,33.621674125,46.974126725,47.376123125,46.57741575,33.09031046875,49.719346,32.493186625,39.21409336466806,19,21,34,38.29,12
584,12.716948909632134,4.638008917123967,70,41.5,39.808411,32.579520375,49.452532,33.621674125,46.974126725,47.376123125,46.57741575,33.09031046875,49.719346,32.493186625,39.21409336466806,19,21,34,38.29,12
585,11.48142926376658,4.705801257854324,38.1,28.5,33.085636,27.74158326875,48.32723725,33.687737375,43.743229225,45.033383375,43.2610885,33.3825115625,50.85868825000001,35.052439,25.011744226356896,29,29,19,43.35,23
586,13.010402730439091,5.272356797129215,38.1,42.799999,44.427261,42.757845725,50.9293015,40.151504375,47.1108628125,47.197901625,46.62112675,42.5452089875,51.398246375,40.09436575,42.67685011190976,34,29,19,43.35,23
587,14.012501873536504,5.130115969227348,48.9,51.700001,48.224705,43.989365275,49.12223825,41.97125625,50.0535169625,49.265386375,50.581930625,40.19224089375,47.7137435,38.669951875,55.63306833471981,34,29,34,51.45,21
588,13.824820311422464,4.701036577339722,38.1,57.5,44.557056,37.5553386875,49.52926025,38.3758075,50.7837434125,49.312177375000005,50.85415600000001,33.311627475,47.478734874999994,34.51291175,55.00542107672674,23,29,19,43.35,23
589,13.413957716503,5.505905604916735,51.3,39.400002,50.987942,48.56788439375,52.27858325,43.63935925,47.8860094,48.026351875,46.959730625,46.90754524375,52.20998375,43.461118,48.01413175287724,48,38,44,56.17999999999999,38
590,13.608115223215272,5.2138421592646,39.9,53.799999,50.645626,47.272744293749994,52.126515624999996,43.524542125,48.7742594375,48.650959125,48.583958125,44.5317123875,50.77665675000001,42.9492,50.76554047474773,37,25,23,35.42,28.999999999999996
591,13.276690122006595,4.566256219832784,64.6,49.799999,43.522285,38.19888444375,47.32717275,39.278292625,48.3669630375,48.586521,48.091373,35.66153498125,45.23894325,37.51263175,46.699783193679586,34,28,43,49.36,20
592,13.58628766928962,4.850362139235186,38.1,54.09735654114109,44.53429279635154,39.03233593852062,49.63066404698192,38.60117778003062,49.76665988784287,48.625997845984735,49.842297190140776,35.878729183859996,48.3002719479846,35.73753069774445,51.35861814657391,25.91017262422374,29.176484875883006,24.595709400678206,42.948574344631446,24.02453764917321
593,12.888249480505973,6.379954810538077,57.9,43.200001,50.256496,58.021926224999994,59.635720625,55.77611775,45.0818320375,44.6762315,47.3291325,69.0380874125,69.681441375,58.36869,39.03433832762926,78,39,40,44.73,NA
594,13.977486399946145,6.242925151151223,57.9,51.75343282478985,57.11866552406365,61.360188569716954,63.24044016634015,54.72110239629674,47.99372631234923,47.68824203685712,49.44664229744917,69.09802954271058,71.17478040334471,54.030015683031266,54.905485224408736,70.12509131377044,37.84092569341281,47.84092569341281,44.73,57.60231423353202
595,13.547087913329609,6.415248205830873,57.9,51.5,56.033833,61.02549506875,62.135370875,58.15900625,46.6618540625,46.39876175,52.37166175,72.289355825,71.916745875,57.232803125,48.19181622242115,82,35,42,44.73,64
596,13.047281593972073,5.5388966651053115,39.9,38.74836534343726,48.22631954408478,47.033093199446995,49.25451662209775,40.0080736088641,46.514382013660416,46.25808988110557,47.03073225777428,47.3405626804008,50.163674327858615,39.86858476843204,42.69867096744282,37.01809662829547,30.386444035205518,40,44.73,38.60113516587525
597,12.670863546551058,5.265972426380493,39.9,39.599998,43.239628,43.097632825,46.588698125,38.339784375,45.92307193125,45.459065,46.882408,43.72065220625,47.593997625,37.073878125,38.42417562659995,27,30,40,44.73,38
598,12.888249480505973,6.379954810538077,57.9,43.200001,50.256496,58.021926224999994,59.635720625,55.77611775,45.0818320375,44.6762315,47.3291325,69.0380874125,69.681441375,58.36869,39.03433832762926,78,39,40,44.73,NA
599,12.423267789357556,4.643266576350329,45.6,43.61416247186451,37.06604983728338,38.15420423365046,46.26678495145706,31.572558709162138,45.96862960631113,45.737490339590074,45.52219059881517,39.08768926844078,47.402910196032096,31.07369810527471,35.40305246306893,12.329899578106795,39.99999999999999,23,38.70889911837596,26.26424223849259
600,12.43604501485716,5.371654670290221,45.6,44.599998,42.619431,43.94485548750001,47.38739025,35.346044,45.4312835625,45.08896625,45.73486125,45.674647575,49.126917875,34.828025625,35.55592229638668,40,40,23,36.35,27
601,12.481139234670785,5.262679514995,45.6,43,41.414757,43.961363375000005,49.905747125,38.072136875,45.7241004875,45.37805775,45.446387375,45.44376439375,52.298709875,38.634654875,36.32951186949637,29,40,23,42.35,21
602,12.143921147020414,5.510209875131256,45.6,39.36605005578505,39.983680673110356,44.91464724954921,48.18494631308924,36.057301503915404,44.43783387837963,44.152441778986656,43.61232677459382,47.89600664629627,50.764565727443056,37.42585097135246,32.21871811498679,43.53591508514462,24,22,26.19,32
603,13.059859513984996,5.40258797917256,45.6,44.799999,43.36213193100306,45.73545148971797,49.52405731214623,37.259191093514325,46.2270340108138,46.07497406601378,45.656701224805765,45.96164126983345,50.52101013716286,37.030114622754475,42.94258200230842,50.16988245726377,33.03989551756779,22.564993469847984,32.97557157287432,29.17503265076007
604,11.26412671335427,5.140887423413795,46.5,36.44043451872782,33.75936598832931,40.666580403093846,47.42976343785498,29.936871055073418,42.522478316156196,41.74467784785241,43.07395111961758,45.49489206466581,51.4418615999928,32.08084304250414,22.753582861803007,29.05235231586211,25.830286620127456,28.000000000000004,25.70706430611501,29.000000000000004
605,11.155051734417752,5.904786915941509,46.5,37,38.87418699999999,48.0955118875,50.674935125,NA,41.86756835625,41.4478385,NA,54.91520435625,56.4441165,NA,20.845419953580123,47.99999999999999,55,52,56.89,69
606,12.76937111671897,6.376462241569495,51.3,45.599998,50.251541,57.9940605625,59.37815725,54.46075362500001,44.8594603875,44.484879375,50.20879875,70.9473180625,70.96164,52.974003375,37.07369033167562,82,43,41,37.45,69
607,11.994016639143585,5.757555274258564,48.9,37.299999,42.722385,47.13253497499999,49.93277725,41.8892935,44.0586715375,43.690437375,45.031427375,51.391785275000004,53.568364625,43.405463375,29.820095883708312,40,32,34,36.43,37
608,12.404595382227155,6.19444744694682,82.5,45.200001,50.589508,54.029134175,55.6504015,NA,44.23432999375,43.921914375,NA,61.98051465,62.691649125,NA,36.022069632705396,71,54.99999999999999,52,56.89,69
609,12.287436921828466,6.345810414630312,82.5,41.400002,49.655209,55.3209569625,57.350932375,NA,44.07418581875,43.752496375,NA,68.16079215,68.076334375,NA,36.12230365258735,71,60,52,56.89,78
610,14.982009366204926,7.166089786186884,82.5,59.700001,71.951363,68.7175379375,69.343210375,NA,49.610369,49.54100775,NA,88.98502736875,86.05321575,NA,68.8383021905823,99,60,69,56.89,91
611,12.974519178344115,6.073196120972356,47.8,45.5,49.170963,52.66484965,59.355521875,40.807248125,45.59673436875,45.026072375,45.574615,56.0930912125,69.373424375,41.5198565,40.115562069683065,76,32,34,51.45,44.99999999999999
612,12.116725586106886,5.747899576785308,47.8,38,42.07361199999999,47.411249174999995,49.953824,43.51828787499999,44.65801251875,44.352325,44.941729374999994,51.02327736875,53.14436324999999,45.552675375,30.62131028774867,44,33,32,34.75,39
613,12.144339063037398,6.194621384897414,47.8,37.099998,47.919434,53.838940237500005,55.83552350000001,NA,43.47054780625,43.126248000000004,NA,63.72270226875,64.14072275,NA,33.126131486396346,71,29,32,43.00000000000001,52
614,12.116725586106886,5.747899576785308,39,38,42.07361199999999,47.411249174999995,49.953824,43.51828787499999,44.65801251875,44.352325,44.941729374999994,51.02327736875,53.14436324999999,45.552675375,30.62131028774867,44,33,32,34.75,39
